2020-03-22 20:57:08.592476	11254	-1.72
2020-03-22 20:57:09.356568	506	-2.78
2020-03-22 20:57:09.646101	8173	-1.89
2020-03-22 21:00:33.176743	11254	-1.74
2020-03-22 21:00:33.927584	506	-2.78
2020-03-22 21:00:34.222943	8173	-1.93
2020-03-22 21:00:35.108688	9965	-2.23
2020-03-22 21:00:35.410577	11255	-1.62
2020-03-22 21:00:35.710233	8170	-1.68
2020-03-22 21:00:36.078083	2156	-1.74
2020-03-22 21:00:36.940045	8172	-1.8
2020-03-22 21:00:37.359992	8084	-2.23
2020-03-22 21:01:36.730423	11254	-1.74
2020-03-22 21:01:37.849409	506	-2.78
2020-03-22 21:01:38.342557	8173	-1.93
2020-03-22 21:01:38.640181	9965	-2.23
2020-03-22 21:01:38.946391	11255	-1.62
2020-03-22 21:01:39.274361	8170	-1.73
2020-03-22 21:01:39.620977	2156	-1.77
2020-03-22 21:01:39.922526	8172	-1.82
2020-03-22 21:01:40.269199	8084	-2.23
2020-03-22 21:06:18.898813	11254	-1.77
2020-03-22 21:06:20.097709	506	-2.79
2020-03-22 21:06:25.396243	8173	-1.97
2020-03-22 21:06:25.673829	9965	-2.24
2020-03-22 21:06:25.965406	11255	-1.65
2020-03-22 21:06:26.253596	8170	-1.73
2020-03-22 21:06:26.552881	2156	-1.79
2020-03-22 21:06:26.848031	8172	-1.84
2020-03-22 21:06:27.126030	8084	-2.27
2020-03-22 21:06:27.413537	11254	-1.77
2020-03-22 21:06:28.152353	506	-2.79
2020-03-22 21:06:28.434373	8173	-1.97
2020-03-22 21:06:28.716438	9965	-2.24
2020-03-22 21:06:29.095044	11255	-1.65
2020-03-22 21:06:29.562287	8170	-1.73
2020-03-22 21:06:30.029332	2156	-1.79
2020-03-22 21:06:30.446005	8172	-1.84
2020-03-22 21:06:30.822545	8084	-2.27
2020-03-22 21:06:31.205256	11254	-1.77
2020-03-22 21:06:32.187757	506	-2.79
2020-03-22 21:06:32.567348	8173	-1.97
2020-03-22 21:06:32.905828	9965	-2.24
2020-03-22 21:06:33.206265	11255	-1.65
2020-03-22 21:06:33.627527	8170	-1.73
2020-03-22 21:06:33.935602	2156	-1.79
2020-03-22 21:06:34.286204	8172	-1.84
2020-03-22 21:06:34.580461	8084	-2.27
2020-03-22 21:06:34.868929	11254	-1.77
2020-03-22 21:06:35.624567	506	-2.79
2020-03-22 21:06:35.919158	8173	-1.97
2020-03-22 21:06:36.243575	9965	-2.24
2020-03-22 21:06:36.570347	11255	-1.65
2020-03-22 21:06:36.862418	8170	-1.73
2020-03-22 21:09:27.567151	11254	6.49	12.26	17.7	-1.79	55.31	1035.91
2020-03-22 21:10:16.753133	11254	6.49	12.26	17.7	-1.79	55.31	1035.91
2020-03-22 21:10:17.511601	506	8.13	12.74	22.7	-2.81	75.17	1031.75
2020-03-22 21:10:17.831724	8173	9.14	16.03	23.32	-1.98	55.47	1034.89
2020-03-22 21:10:18.128353	9965	8.69	12.2	16.97	-2.24	54.09	1035.19
2020-03-22 21:10:18.439111	11255	11.83	17.66	25.55	-1.68	51.96	1035.71
2020-03-22 21:10:18.812088	8170	12.07	22.32	33.08	-1.77	58.67	1035.16
2020-03-22 21:10:19.181878	2156	7.2	10.37	14.02	-1.87	53.44	1036.0
2020-03-22 21:10:19.540011	8172	7.13	12.64	18.81	-1.87	52.72	1033.37
2020-03-22 21:10:19.838811	8084	6.45	10.91	15.41	-2.3	58.24	1034.87
2020-03-23 01:00:27.066705	11254	6.96	13.99	20.45	-3.3	58.04	1037.15
2020-03-23 01:00:27.819093	506	10.29	16.56	29.35	-3.5	72.73	1032.22
2020-03-23 01:00:28.110455	8173	7.14	12.04	17.28	-3.52	58.08	1036.07
2020-03-23 01:00:28.396083	9965	9.73	14.13	20.39	-3.91	56.13	1036.34
2020-03-23 01:00:28.681547	11255	10.5	16.41	24.32	-3.26	54.46	1036.81
2020-03-23 01:00:28.974238	8170	9.2	20.13	29.2	-3.18	61.37	1036.27
2020-03-23 01:00:29.275307	2156	7.88	11.81	16.09	-3.72	55.84	1037.15
2020-03-23 01:00:29.571459	8172	8.47	15.13	22.29	-3.49	59.76	1034.55
2020-03-23 01:00:29.860614	8084	8.51	15.63	22.57	-4.02	60.93	1036.06
2020-03-23 01:20:30.322051	11254	7.08	14.21	20.68	-3.38	58.42	1037.18
2020-03-23 01:20:31.068103	506	10.98	17.85	31.82	-3.63	72.2	1032.2
2020-03-23 01:20:31.353283	8173	7.02	11.87	17.09	-3.65	58.43	1036.1
2020-03-23 01:20:31.639116	9965	9.72	14.06	20.07	-4.06	56.57	1036.38
2020-03-23 01:20:31.927748	11255	10.37	15.88	23.21	-3.38	54.85	1036.85
2020-03-23 01:20:32.224445	8170	10.0	21.32	31.26	-3.31	61.82	1036.31
2020-03-23 01:20:32.518368	2156	8.29	12.21	17.01	-3.86	56.29	1037.19
2020-03-23 01:20:32.806557	8172	7.87	14.38	21.42	-3.61	60.77	1034.6
2020-03-23 01:20:33.088459	8084	8.5	15.41	22.24	-4.14	61.4	1036.11
